name,dob,event_date,name_key,source
rodrigo nascimento,1992-11-26,2022-09-17,rodrigo nascimento,odds_frame
javid basharat,1995-09-07,2022-09-17,javid basharat,odds_frame
cameron vancamp,1993-04-27,2022-09-17,cameron vancamp,odds_frame
marc-andre barriault,1990-02-18,2022-09-17,marc andre barriault,odds_frame
daniel zellhuber,1999-07-07,2022-09-17,daniel zellhuber,odds_frame
bill algeo,1989-06-09,2022-09-17,bill algeo,odds_frame
gregory rodrigues,1992-02-17,2022-09-17,gregory rodrigues,odds_frame
chidi njokuani,1988-12-31,2022-09-17,chidi njokuani,odds_frame
trevin giles,1992-08-06,2022-09-17,trevin giles,odds_frame
damon jackson,1988-08-08,2022-09-17,damon jackson,odds_frame
tanner boser,1991-08-02,2022-09-17,tanner boser,odds_frame
trey ogden,1989-11-14,2022-09-17,trey ogden,odds_frame
tony gravely,1991-09-28,2022-09-17,tony gravely,odds_frame
alen amedovski,1988-04-06,2022-09-17,alen amedovski,odds_frame
randy brown,1990-07-08,2022-10-01,randy brown,odds_frame
mike davis,1992-10-07,2022-10-01,mike davis,odds_frame
julija stoliarenko,1993-04-08,2022-10-01,julija stoliarenko,odds_frame
krzysztof jotko,1989-08-19,2022-10-01,krzysztof jotko,odds_frame
joaquim silva,1989-02-05,2022-10-01,joaquim silva,odds_frame
john castaneda,1991-12-18,2022-10-01,john castaneda,odds_frame
sodiq yusuff,1993-05-19,2022-10-01,sodiq yusuff,odds_frame
daniel santos,1995-03-12,2022-10-01,daniel santos,odds_frame
viacheslav borshchev,1992-01-08,2022-10-01,viacheslav borshchev,odds_frame
chelsea chandler,1990-11-23,2022-10-01,chelsea chandler,odds_frame
brendan allen,1995-12-28,2022-10-01,brendan allen,odds_frame
jesse ronson,1985-12-24,2022-10-01,jesse ronson,odds_frame
francisco trinaldo,1978-08-24,2022-10-01,francisco trinaldo,odds_frame
don shainis,1990-09-16,2022-10-01,don shainis,odds_frame
trevin jones,1990-08-04,2022-10-01,trevin jones,odds_frame
randy costa,1994-07-06,2022-10-01,randy costa,odds_frame
guido cannetti,1979-12-19,2022-10-01,guido cannetti,odds_frame
raoni barcelos,1987-05-01,2022-10-01,raoni barcelos,odds_frame
raphael assuncao,1982-07-19,2022-10-15,raphael assuncao,odds_frame
mike jackson,1985-03-22,2022-10-15,mike jackson,odds_frame
mana martinez,1996-03-25,2022-10-15,mana martinez,odds_frame
misha cirkunov,1987-02-27,2022-10-15,misha cirkunov,odds_frame
cub swanson,1983-11-02,2022-10-15,cub swanson,odds_frame
jonathan martinez,1994-04-20,2022-10-15,jonathan martinez,odds_frame
jacob malkoun,1995-08-26,2022-10-15,jacob malkoun,odds_frame
pete rodriguez,1996-11-13,2022-10-15,pete rodriguez,odds_frame
brandon davis,1990-05-08,2022-10-15,brandon davis,odds_frame
alonzo menifield,1987-10-18,2022-10-15,alonzo menifield,odds_frame
victor henry,1987-05-04,2022-10-15,victor henry,odds_frame
nick maximov,1997-12-23,2022-10-15,nick maximov,odds_frame
malcolm gordon,1990-05-19,2022-10-22,malcolm gordon,odds_frame
caio borralho,1993-01-16,2022-10-22,caio borralho,odds_frame
aj dobson,1992-01-18,2022-10-22,aj dobson,odds_frame
islam makhachev,1991-10-27,2022-10-22,islam makhachev,odds_frame
tj dillashaw,1986-02-07,2022-10-22,tj dillashaw,odds_frame
sean o'malley,1994-10-24,2022-10-22,sean o malley,odds_frame
sean brady,1992-11-23,2022-10-22,sean brady,odds_frame
nikita krylov,1992-03-07,2022-10-22,nikita krylov,odds_frame
gadzhi omargadzhiev,1993-02-24,2022-10-22,gadzhi omargadzhiev,odds_frame
mateusz gamrot,1990-12-11,2022-10-22,mateusz gamrot,odds_frame
petr yan,1993-02-11,2022-10-22,petr yan,odds_frame
belal muhammad,1988-07-09,2022-10-22,belal muhammad,odds_frame
muhammad mokaev,2000-07-30,2022-10-22,muhammad mokaev,odds_frame
volkan oezdemir,1989-09-19,2022-10-22,volkan oezdemir,odds_frame
abubakar nurmagomedov,1989-11-13,2022-10-22,abubakar nurmagomedov,odds_frame
armen petrosyan,1990-11-03,2022-10-22,armen petrosyan,odds_frame
makhmud muradov,1990-02-08,2022-10-22,makhmud muradov,odds_frame
beneil dariush,1989-05-06,2022-10-22,beneil dariush,odds_frame
charles oliveira,1989-10-17,2022-10-22,charles oliveira,odds_frame
aljamain sterling,1989-07-31,2022-10-22,aljamain sterling,odds_frame
tresean gore,1994-06-21,2022-10-29,tresean gore,odds_frame
jared vanderaa,1992-05-12,2022-10-29,jared vanderaa,odds_frame
max griffin,1985-11-29,2022-10-29,max griffin,odds_frame
dustin jacoby,1988-04-04,2022-10-29,dustin jacoby,odds_frame
tim means,1984-02-20,2022-10-29,tim means,odds_frame
waldo cortes-acosta,1991-10-03,2022-10-29,waldo cortes acosta,odds_frame
josh fremd,1994-01-15,2022-10-29,josh fremd,odds_frame
calvin kattar,1988-03-26,2022-10-29,calvin kattar,odds_frame
joseph holmes,1995-07-04,2022-10-29,joseph holmes,odds_frame
chase hooper,1999-09-13,2022-10-29,chase hooper,odds_frame
cody durden,1991-03-29,2022-10-29,cody durden,odds_frame
arnold allen,1994-01-22,2022-10-29,arnold allen,odds_frame
junyong park,1991-02-27,2022-10-29,junyong park,odds_frame
christian rodriguez,1997-12-17,2022-10-29,christian rodriguez,odds_frame
carlos mota,1995-04-15,2022-10-29,carlos mota,odds_frame
joshua weems,1994-05-05,2022-10-29,joshua weems,odds_frame
khalil rountree jr.,1990-02-26,2022-10-29,khalil rountree jr,odds_frame
steve garcia,1992-05-22,2022-10-29,steve garcia,odds_frame
neil magny,1987-08-03,2022-11-05,neil magny,odds_frame
darrick minner,1990-04-28,2022-11-05,darrick minner,odds_frame
tagir ulanbekov,1991-08-07,2022-11-05,tagir ulanbekov,odds_frame
carlos candelario,1991-06-04,2022-11-05,carlos candelario,odds_frame
mario bautista,1993-07-01,2022-11-05,mario bautista,odds_frame
shayilan nuerdanbieke,1994-05-04,2022-11-05,shayilan nuerdanbieke,odds_frame
nate maness,1991-06-27,2022-11-05,nate maness,odds_frame
benito lopez,1994-04-06,2022-11-05,benito lopez,odds_frame
jake hadley,1996-08-03,2022-11-05,jake hadley,odds_frame
daniel rodriguez,1986-12-31,2022-11-05,daniel rodriguez,odds_frame
dominick reyes,1989-12-26,2022-11-12,dominick reyes,odds_frame
israel adesanya,1989-07-22,2022-11-12,israel adesanya,odds_frame
dustin poirier,1989-01-19,2022-11-12,dustin poirier,odds_frame
frankie edgar,1981-10-16,2022-11-12,frankie edgar,odds_frame
dan hooker,1990-02-13,2022-11-12,dan hooker,odds_frame
matt frevola,1990-06-11,2022-11-12,matt frevola,odds_frame
nicolae negumereanu,1994-09-04,2022-11-12,nicolae negumereanu,odds_frame
andre petroski,1991-06-12,2022-11-12,andre petroski,odds_frame
carlos ulberg,1990-11-07,2022-11-12,carlos ulberg,odds_frame
julio arce,1989-10-27,2022-11-12,julio arce,odds_frame
wellington turman,1996-07-22,2022-11-12,wellington turman,odds_frame
renato moicano,1989-05-21,2022-11-12,renato moicano,odds_frame
ottman azaitar,1990-02-20,2022-11-12,ottman azaitar,odds_frame
ryan spann,1991-08-24,2022-11-12,ryan spann,odds_frame
claudio puelles,1996-04-21,2022-11-12,claudio puelles,odds_frame
chris gutierrez,1991-04-22,2022-11-12,chris gutierrez,odds_frame
michael chandler,1986-04-24,2022-11-12,michael chandler,odds_frame
alex pereira,1987-07-07,2022-11-12,alex pereira,odds_frame
brad riddell,1991-09-30,2022-11-12,brad riddell,odds_frame
montel jackson,1992-04-24,2022-11-12,montel jackson,odds_frame
miles johns,1994-03-30,2022-11-19,miles johns,odds_frame
ricky turcios,1993-06-05,2022-11-19,ricky turcios,odds_frame
vince morales,1990-11-12,2022-11-19,vince morales,odds_frame
charles johnson,1991-01-10,2022-11-19,charles johnson,odds_frame
zhalgas zhumagulov,1988-08-29,2022-11-19,zhalgas zhumagulov,odds_frame
andre fialho,1994-04-07,2022-11-19,andre fialho,odds_frame
chase sherman,1989-11-16,2022-11-19,chase sherman,odds_frame
waldo cortes-acosta,1991-10-03,2022-11-19,waldo cortes acosta,odds_frame
muslim salikhov,1984-06-09,2022-11-19,muslim salikhov,odds_frame
danny roberts,1987-07-14,2022-11-19,danny roberts,odds_frame
fernie garcia,1992-04-12,2022-11-19,fernie garcia,odds_frame
kevin natividad,1993-04-02,2022-11-19,kevin natividad,odds_frame
brady hiestand,1999-04-30,2022-11-19,brady hiestand,odds_frame
jack della maddalena,1996-09-10,2022-11-19,jack della maddalena,odds_frame
jonathan pearce,1992-05-01,2022-12-03,jonathan pearce,odds_frame
rafael dos anjos,1984-10-26,2022-12-03,rafael dos anjos,odds_frame
stephen thompson,1983-02-11,2022-12-03,stephen thompson,odds_frame
bryan barberena,1989-05-03,2022-12-03,bryan barberena,odds_frame
matheus nicolau,1993-01-06,2022-12-03,matheus nicolau,odds_frame
tai tuivasa,1993-03-16,2022-12-03,tai tuivasa,odds_frame
niko price,1989-09-29,2022-12-03,niko price,odds_frame
eryk anders,1987-04-21,2022-12-03,eryk anders,odds_frame
clay guida,1981-12-08,2022-12-03,clay guida,odds_frame
michael johnson,1986-06-04,2022-12-03,michael johnson,odds_frame
kevin holland,1992-11-05,2022-12-03,kevin holland,odds_frame
darren elkins,1984-05-16,2022-12-03,darren elkins,odds_frame
roman dolidze,1988-07-15,2022-12-03,roman dolidze,odds_frame
francis marshall,1999-03-03,2022-12-03,francis marshall,odds_frame
marc diakiese,1993-03-16,2022-12-03,marc diakiese,odds_frame
scott holtzman,1983-09-30,2022-12-03,scott holtzman,odds_frame
kyle daukaus,1993-02-27,2022-12-03,kyle daukaus,odds_frame
phil rowe,1990-07-18,2022-12-03,phil rowe,odds_frame
sergei pavlovich,1992-05-13,2022-12-03,sergei pavlovich,odds_frame
matt schnell,1990-01-15,2022-12-03,matt schnell,odds_frame
marcelo rojo,1988-07-02,2022-12-03,marcelo rojo,odds_frame
jack hermansson,1988-06-10,2022-12-03,jack hermansson,odds_frame
cameron saaiman,2000-12-20,2022-12-10,cameron saaiman,odds_frame
paddy pimblett,1995-01-03,2022-12-10,paddy pimblett,odds_frame
darren till,1992-12-24,2022-12-10,darren till,odds_frame
steven koslow,1997-01-22,2022-12-10,steven koslow,odds_frame
jay perrin,1993-06-15,2022-12-10,jay perrin,odds_frame
joaquin buckley,1994-04-27,2022-12-10,joaquin buckley,odds_frame
dalcha lungiambula,1987-07-31,2022-12-10,dalcha lungiambula,odds_frame
chris daukaus,1989-09-25,2022-12-10,chris daukaus,odds_frame
alexander hernandez,1992-10-01,2022-12-10,alexander hernandez,odds_frame
ilia topuria,1997-01-21,2022-12-10,ilia topuria,odds_frame
alex morono,1990-08-16,2022-12-10,alex morono,odds_frame
dricus du plessis,1994-01-14,2022-12-10,dricus du plessis,odds_frame
jared gordon,1988-09-06,2022-12-10,jared gordon,odds_frame
jairzinho rozenstruik,1988-03-17,2022-12-10,jairzinho rozenstruik,odds_frame
edmen shahbazyan,1997-11-20,2022-12-10,edmen shahbazyan,odds_frame
billy quarantillo,1988-12-08,2022-12-10,billy quarantillo,odds_frame
bryce mitchell,1994-10-04,2022-12-10,bryce mitchell,odds_frame
chris curtis,1987-07-15,2022-12-10,chris curtis,odds_frame
santiago ponzinibbio,1986-09-26,2022-12-10,santiago ponzinibbio,odds_frame
raul rosas jr.,2004-10-08,2022-12-10,raul rosas jr,odds_frame
saidyokub kakhramonov,1995-11-14,2022-12-17,saidyokub kakhramonov,odds_frame
maheshate,1999-12-01,2022-12-17,maheshate,odds_frame
julian erosa,1989-07-31,2022-12-17,julian erosa,odds_frame
rinat fakhretdinov,1991-09-28,2022-12-17,rinat fakhretdinov,odds_frame
manel kape,1993-11-14,2022-12-17,manel kape,odds_frame
journey newson,1989-03-07,2022-12-17,journey newson,odds_frame
alessandro costa,1996-01-28,2022-12-17,alessandro costa,odds_frame
damir ismagulov,1991-02-03,2022-12-17,damir ismagulov,odds_frame
rafa garcia,1994-08-05,2022-12-17,rafa garcia,odds_frame
sean strickland,1991-02-27,2022-12-17,sean strickland,odds_frame
matthew semelsberger,1992-11-23,2022-12-17,matthew semelsberger,odds_frame
said nurmagomedov,1992-04-05,2022-12-17,said nurmagomedov,odds_frame
david dvorak,1992-06-05,2022-12-17,david dvorak,odds_frame
jake matthews,1994-08-19,2022-12-17,jake matthews,odds_frame
alex caceres,1988-06-20,2022-12-17,alex caceres,odds_frame
amir albazi,1993-10-27,2022-12-17,amir albazi,odds_frame
arman tsarukyan,1996-10-11,2022-12-17,arman tsarukyan,odds_frame
sergey morozov,1989-06-14,2022-12-17,sergey morozov,odds_frame
jared cannonier,1984-03-16,2022-12-17,jared cannonier,odds_frame
bryan battle,1994-09-21,2022-12-17,bryan battle,odds_frame
javid basharat,1995-09-07,2023-01-14,javid basharat,odds_frame
abdul razak alhassan,1985-08-11,2023-01-14,abdul razak alhassan,odds_frame
jimmy flick,1990-09-07,2023-01-14,jimmy flick,odds_frame
raoni barcelos,1987-05-01,2023-01-14,raoni barcelos,odds_frame
carlos hernandez,1993-10-25,2023-01-14,carlos hernandez,odds_frame
roman kopylov,1991-05-04,2023-01-14,roman kopylov,odds_frame
damon jackson,1988-08-08,2023-01-14,damon jackson,odds_frame
mateus mendonca,1999-01-17,2023-01-14,mateus mendonca,odds_frame
allan nascimento,1991-09-11,2023-01-14,allan nascimento,odds_frame
umar nurmagomedov,1996-01-03,2023-01-14,umar nurmagomedov,odds_frame
charles johnson,1991-01-10,2023-01-14,charles johnson,odds_frame
dan ige,1991-08-06,2023-01-14,dan ige,odds_frame
punahele soriano,1992-11-22,2023-01-14,punahele soriano,odds_frame
sean strickland,1991-02-27,2023-01-14,sean strickland,odds_frame
claudio ribeiro,1992-07-17,2023-01-14,claudio ribeiro,odds_frame
nassourdine imavov,1996-03-01,2023-01-14,nassourdine imavov,odds_frame
terrance mckinney,1994-09-15,2023-01-21,terrance mckinney,odds_frame
brandon moreno,1993-12-07,2023-01-21,brandon moreno,odds_frame
glover teixeira,1979-10-28,2023-01-21,glover teixeira,odds_frame
deiveson figueiredo,1987-12-18,2023-01-21,deiveson figueiredo,odds_frame
gilbert burns,1986-07-20,2023-01-21,gilbert burns,odds_frame
paul craig,1987-11-27,2023-01-21,paul craig,odds_frame
mauricio rua,1981-11-25,2023-01-21,mauricio rua,odds_frame
gregory rodrigues,1992-02-17,2023-01-21,gregory rodrigues,odds_frame
gabriel bonfim,1997-08-20,2023-01-21,gabriel bonfim,odds_frame
shamil abdurakhimov,1981-09-02,2023-01-21,shamil abdurakhimov,odds_frame
ismael bonfim,1995-12-28,2023-01-21,ismael bonfim,odds_frame
jamahal hill,1991-05-19,2023-01-21,jamahal hill,odds_frame
warlley alves,1991-01-04,2023-01-21,warlley alves,odds_frame
daniel marcos,1993-03-07,2023-01-21,daniel marcos,odds_frame
nicolas dalby,1984-11-16,2023-01-21,nicolas dalby,odds_frame
jailton almeida,1991-06-26,2023-01-21,jailton almeida,odds_frame
mounir lazzez,1987-11-16,2023-01-21,mounir lazzez,odds_frame
melquizael costa,1996-09-14,2023-01-21,melquizael costa,odds_frame
brunno ferreira,1992-11-04,2023-01-21,brunno ferreira,odds_frame
ihor potieria,1996-05-29,2023-01-21,ihor potieria,odds_frame
johnny walker,1992-03-30,2023-01-21,johnny walker,odds_frame
neil magny,1987-08-03,2023-01-21,neil magny,odds_frame
saimon oliveira,1991-04-21,2023-01-21,saimon oliveira,odds_frame
thiago moises,1995-03-23,2023-01-21,thiago moises,odds_frame
toshiomi kazama,1997-05-15,2023-02-04,toshiomi kazama,odds_frame
marcin tybura,1985-11-09,2023-02-04,marcin tybura,odds_frame
derrick lewis,1985-02-07,2023-02-04,derrick lewis,odds_frame
jeka saragih,1995-01-01,2023-02-04,jeka saragih,odds_frame
tatsuro taira,2000-01-27,2023-02-04,tatsuro taira,odds_frame
junyong park,1991-02-27,2023-02-04,junyong park,odds_frame
denis tiuliulin,1988-05-17,2023-02-04,denis tiuliulin,odds_frame
jesus aguilar,1996-03-13,2023-02-04,jesus aguilar,odds_frame
rinya nakamura,1995-03-23,2023-02-04,rinya nakamura,odds_frame
anshul jubli,1995-01-13,2023-02-04,anshul jubli,odds_frame
serghei spivac,1995-01-24,2023-02-04,serghei spivac,odds_frame
blagoy ivanov,1986-10-09,2023-02-04,blagoy ivanov,odds_frame
devin clark,1990-04-12,2023-02-04,devin clark,odds_frame
adam fugitt,1989-01-12,2023-02-04,adam fugitt,odds_frame
da woon jung,1993-12-07,2023-02-04,da woon jung,odds_frame
yusaku kinoshita,2000-08-21,2023-02-04,yusaku kinoshita,odds_frame
randy brown,1990-07-08,2023-02-11,randy brown,odds_frame
alonzo menifield,1987-10-18,2023-02-11,alonzo menifield,odds_frame
shane young,1993-07-31,2023-02-11,shane young,odds_frame
zubaira tukhugov,1991-01-15,2023-02-11,zubaira tukhugov,odds_frame
tyson pedro,1991-09-17,2023-02-11,tyson pedro,odds_frame
shannon ross,1989-05-12,2023-02-11,shannon ross,odds_frame
parker porter,1985-04-22,2023-02-11,parker porter,odds_frame
yair rodriguez,1992-10-06,2023-02-11,yair rodriguez,odds_frame
jimmy crute,1996-03-04,2023-02-11,jimmy crute,odds_frame
jack jenkins,1993-11-03,2023-02-11,jack jenkins,odds_frame
jack della maddalena,1996-09-10,2023-02-11,jack della maddalena,odds_frame
justin tafa,1993-12-13,2023-02-11,justin tafa,odds_frame
jamie mullarkey,1994-08-17,2023-02-11,jamie mullarkey,odds_frame
josh emmett,1985-03-04,2023-02-11,josh emmett,odds_frame
kleydson rodrigues,1995-10-22,2023-02-11,kleydson rodrigues,odds_frame
francisco prado,2002-06-16,2023-02-11,francisco prado,odds_frame
modestas bukauskas,1994-02-10,2023-02-11,modestas bukauskas,odds_frame
elves brener,1997-09-27,2023-02-11,elves brener,odds_frame
blake bilder,1990-07-12,2023-02-11,blake bilder,odds_frame
don shainis,1990-09-16,2023-02-11,don shainis,odds_frame
philipe lins,1985-08-17,2023-02-18,philipe lins,odds_frame
jordan wright,1991-10-07,2023-02-18,jordan wright,odds_frame
william knight,1988-04-03,2023-02-18,william knight,odds_frame
juancamilo ronderos,1995-02-17,2023-02-18,juancamilo ronderos,odds_frame
nazim sadykhov,1994-05-16,2023-02-18,nazim sadykhov,odds_frame
jamall emmers,1989-07-24,2023-02-18,jamall emmers,odds_frame
ovince saint preux,1983-04-08,2023-02-18,ovince saint preux,odds_frame
aj fletcher,1997-02-18,2023-02-18,aj fletcher,odds_frame
clayton carpenter,1996-06-09,2023-02-18,clayton carpenter,odds_frame
josh parisian,1989-06-28,2023-02-18,josh parisian,odds_frame
themba gorimbo,1991-01-23,2023-02-18,themba gorimbo,odds_frame
khusein askhabov,1995-02-13,2023-02-18,khusein askhabov,odds_frame
evan elder,1997-04-11,2023-02-18,evan elder,odds_frame
zac pauga,1988-02-25,2023-02-18,zac pauga,odds_frame
marcin prachnio,1988-07-14,2023-02-18,marcin prachnio,odds_frame
jamal pogues,1995-12-01,2023-02-18,jamal pogues,odds_frame
don'tale mayes,1992-01-16,2023-02-25,don tale mayes,odds_frame
yohan lainesse,1992-08-14,2023-02-25,yohan lainesse,odds_frame
brendan allen,1995-12-28,2023-02-25,brendan allen,odds_frame
victor martinez,1991-07-17,2023-02-25,victor martinez,odds_frame
carl deaton,1989-11-24,2023-02-25,carl deaton,odds_frame
rafael alves,1990-11-14,2023-02-25,rafael alves,odds_frame
nurullo aliev,2000-12-08,2023-02-25,nurullo aliev,odds_frame
augusto sakai,1991-05-09,2023-02-25,augusto sakai,odds_frame
mike malott,1991-11-07,2023-02-25,mike malott,odds_frame
andre muniz,1990-02-17,2023-02-25,andre muniz,odds_frame
jordan leavitt,1995-06-02,2023-02-25,jordan leavitt,odds_frame
joe solecki,1993-08-27,2023-02-25,joe solecki,odds_frame
trevor peek,1995-01-09,2023-02-25,trevor peek,odds_frame
erick gonzalez,1992-01-20,2023-02-25,erick gonzalez,odds_frame
marc-andre barriault,1990-02-18,2023-03-04,marc andre barriault,odds_frame
loik radzhabov,1990-09-17,2023-03-04,loik radzhabov,odds_frame
esteban ribovics,1996-04-27,2023-03-04,esteban ribovics,odds_frame
julian marquez,1990-05-08,2023-03-04,julian marquez,odds_frame
geoff neal,1990-08-28,2023-03-04,geoff neal,odds_frame
mateusz gamrot,1990-12-11,2023-03-04,mateusz gamrot,odds_frame
bo nickal,1996-01-14,2023-03-04,bo nickal,odds_frame
jon jones,1987-07-19,2023-03-04,jon jones,odds_frame
jamie pickett,1988-08-29,2023-03-04,jamie pickett,odds_frame
ciryl gane,1990-04-12,2023-03-04,ciryl gane,odds_frame
shavkat rakhmonov,1994-10-23,2023-03-04,shavkat rakhmonov,odds_frame
jalin turner,1995-05-18,2023-03-04,jalin turner,odds_frame
derek brunson,1984-01-04,2023-03-04,derek brunson,odds_frame
trevin jones,1990-08-04,2023-03-04,trevin jones,odds_frame
dricus du plessis,1994-01-14,2023-03-04,dricus du plessis,odds_frame
cody garbrandt,1991-07-07,2023-03-04,cody garbrandt,odds_frame
carlston harris,1987-07-09,2023-03-11,carlston harris,odds_frame
victor henry,1987-05-04,2023-03-11,victor henry,odds_frame
vitor petrino,1997-08-28,2023-03-11,vitor petrino,odds_frame
sedriques dumas,1995-08-06,2023-03-11,sedriques dumas,odds_frame
said nurmagomedov,1992-04-05,2023-03-11,said nurmagomedov,odds_frame
nikita krylov,1992-03-07,2023-03-11,nikita krylov,odds_frame
petr yan,1993-02-11,2023-03-11,petr yan,odds_frame
raphael assuncao,1982-07-19,2023-03-11,raphael assuncao,odds_frame
alexander volkov,1988-10-24,2023-03-11,alexander volkov,odds_frame
merab dvalishvili,1991-01-10,2023-03-11,merab dvalishvili,odds_frame
davey grant,1985-12-18,2023-03-11,davey grant,odds_frame
alexandr romanov,1990-12-11,2023-03-11,alexandr romanov,odds_frame
ryan spann,1991-08-24,2023-03-11,ryan spann,odds_frame
jonathan martinez,1994-04-20,2023-03-11,jonathan martinez,odds_frame
anton turkalj,1996-06-10,2023-03-11,anton turkalj,odds_frame
tony gravely,1991-09-28,2023-03-11,tony gravely,odds_frame
jared gooden,1993-12-05,2023-03-11,jared gooden,odds_frame
guido cannetti,1979-12-19,2023-03-11,guido cannetti,odds_frame
josh fremd,1994-01-15,2023-03-11,josh fremd,odds_frame
mario bautista,1993-07-01,2023-03-11,mario bautista,odds_frame
malcolm gordon,1990-05-19,2023-03-18,malcolm gordon,odds_frame
bryan barberena,1989-05-03,2023-03-18,bryan barberena,odds_frame
roman dolidze,1988-07-15,2023-03-18,roman dolidze,odds_frame
makwan amirkhani,1988-11-08,2023-03-18,makwan amirkhani,odds_frame
jafel filho,1993-05-05,2023-03-18,jafel filho,odds_frame
omar morales,1985-10-17,2023-03-18,omar morales,odds_frame
yanal ashmouz,1995-03-31,2023-03-18,yanal ashmouz,odds_frame
marvin vettori,1993-09-20,2023-03-18,marvin vettori,odds_frame
jake hadley,1996-08-03,2023-03-18,jake hadley,odds_frame
muhammad mokaev,2000-07-30,2023-03-18,muhammad mokaev,odds_frame
sam patterson,1996-04-30,2023-03-18,sam patterson,odds_frame
chris duncan,1993-05-10,2023-03-18,chris duncan,odds_frame
jack shore,1995-02-06,2023-03-18,jack shore,odds_frame
justin gaethje,1988-11-14,2023-03-18,justin gaethje,odds_frame
leon edwards,1991-08-25,2023-03-18,leon edwards,odds_frame
gunnar nelson,1988-07-28,2023-03-18,gunnar nelson,odds_frame
kamaru usman,1987-05-11,2023-03-18,kamaru usman,odds_frame
rafael fiziev,1993-03-05,2023-03-18,rafael fiziev,odds_frame
preston parsons,1995-07-15,2023-03-25,preston parsons,odds_frame
austin lingo,1994-07-10,2023-03-25,austin lingo,odds_frame
lucas alexander,1995-07-28,2023-03-25,lucas alexander,odds_frame
vinicius salvador,1996-07-24,2023-03-25,vinicius salvador,odds_frame
cory sandhagen,1992-04-20,2023-03-25,cory sandhagen,odds_frame
albert duraev,1989-01-05,2023-03-25,albert duraev,odds_frame
tucker lutz,1994-07-12,2023-03-25,tucker lutz,odds_frame
marlon vera,1992-12-02,2023-03-25,marlon vera,odds_frame
nate landwehr,1988-06-06,2023-03-25,nate landwehr,odds_frame
chidi njokuani,1988-12-31,2023-03-25,chidi njokuani,odds_frame
daniel pineda,1985-08-06,2023-03-25,daniel pineda,odds_frame
steven peterson,1990-05-29,2023-03-25,steven peterson,odds_frame
trevin giles,1992-08-06,2023-03-25,trevin giles,odds_frame
victor altamirano,1991-01-23,2023-03-25,victor altamirano,odds_frame
santiago ponzinibbio,1986-09-26,2023-04-08,santiago ponzinibbio,odds_frame
steve garcia,1992-05-22,2023-04-08,steve garcia,odds_frame
joe pyfer,1996-09-17,2023-04-08,joe pyfer,odds_frame
jorge masvidal,1984-11-12,2023-04-08,jorge masvidal,odds_frame
israel adesanya,1989-07-22,2023-04-08,israel adesanya,odds_frame
kelvin gastelum,1991-10-24,2023-04-08,kelvin gastelum,odds_frame
kevin holland,1992-11-05,2023-04-08,kevin holland,odds_frame
trey ogden,1989-11-14,2023-04-08,trey ogden,odds_frame
shayilan nuerdanbieke,1994-05-04,2023-04-08,shayilan nuerdanbieke,odds_frame
gerald meerschaert,1987-12-18,2023-04-08,gerald meerschaert,odds_frame
chris curtis,1987-07-15,2023-04-08,chris curtis,odds_frame
ignacio bahamondes,1997-08-27,2023-04-08,ignacio bahamondes,odds_frame
rob font,1987-06-25,2023-04-08,rob font,odds_frame
gilbert burns,1986-07-20,2023-04-08,gilbert burns,odds_frame
alex pereira,1987-07-07,2023-04-08,alex pereira,odds_frame
adrian yanez,1993-11-29,2023-04-08,adrian yanez,odds_frame
tj brown,1990-05-22,2023-04-15,tj brown,odds_frame
gaston bolanos,1992-09-14,2023-04-15,gaston bolanos,odds_frame
arnold allen,1994-01-22,2023-04-15,arnold allen,odds_frame
max holloway,1991-12-04,2023-04-15,max holloway,odds_frame
pedro munhoz,1986-09-07,2023-04-15,pedro munhoz,odds_frame
dustin jacoby,1988-04-04,2023-04-15,dustin jacoby,odds_frame
clay guida,1981-12-08,2023-04-15,clay guida,odds_frame
edson barboza,1986-01-21,2023-04-15,edson barboza,odds_frame
brandon royval,1992-08-16,2023-04-15,brandon royval,odds_frame
zak cummings,1984-08-02,2023-04-15,zak cummings,odds_frame
lando vannata,1992-03-14,2023-04-15,lando vannata,odds_frame
bill algeo,1989-06-09,2023-04-15,bill algeo,odds_frame
ed herman,1980-10-02,2023-04-15,ed herman,odds_frame
matheus nicolau,1993-01-06,2023-04-15,matheus nicolau,odds_frame
billy quarantillo,1988-12-08,2023-04-15,billy quarantillo,odds_frame
rafa garcia,1994-08-05,2023-04-15,rafa garcia,odds_frame
azamat murzakanov,1989-04-12,2023-04-15,azamat murzakanov,odds_frame
chris gutierrez,1991-04-22,2023-04-15,chris gutierrez,odds_frame
daniel zellhuber,1999-07-07,2023-04-15,daniel zellhuber,odds_frame
aaron phillips,1989-08-05,2023-04-15,aaron phillips,odds_frame
curtis blaydes,1991-02-18,2023-04-22,curtis blaydes,odds_frame
montel jackson,1992-04-24,2023-04-22,montel jackson,odds_frame
batgerel danaa,1989-07-04,2023-04-22,batgerel danaa,odds_frame
william gomis,1997-06-13,2023-04-22,william gomis,odds_frame
junior tafa,1996-09-21,2023-04-22,junior tafa,odds_frame
bruno silva,1989-07-13,2023-04-22,bruno silva,odds_frame
christos giagos,1990-01-23,2023-04-22,christos giagos,odds_frame
matthew semelsberger,1992-11-23,2023-04-22,matthew semelsberger,odds_frame
sergei pavlovich,1992-05-13,2023-04-22,sergei pavlovich,odds_frame
jeremiah wells,1986-10-30,2023-04-22,jeremiah wells,odds_frame
